days,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80
39.992,8.1128,1.353,1.2644,2.0819,2.1624,0.1329,1.1114,3.5866,1.6107,0.4859,3.5356,1.4497,1.0067,2.4349,2.1826,1.1114,1.8685,3.4416,1.6591,1.1919,3.0067,0.4752,0.451,0.4349,7.0859,,1.1383,1.9839,0.8456,1.702,7.2503,1.6534,2.7165,2.9823,1.7017,3.9075,,5.0508,2.5388,2.7321,3.7461,,0.6055,2.3134,1.9424,0.2758,1.5643,0.7666,0.4363,0.533,0.9205,2.5062,0.3236,4.818,0.8637,1.4436,2.3536,0.8878,3.7388,1.4677,3.3518,1.21,4.2946,1.1698,0.3071,0.8387,0.2185,0.4932,1.3308,0.1867,5.7039,0.9282,0.0901,1.7899,0.5979,2.2892,2.4904,2.9415,0.8628,3.4642
40.013,7.5087,1.4336,1.3128,1.8081,1.9128,0.7289,1.3611,4.5369,1.2886,0.7758,3.7933,1.506,1.1436,2.2013,2.3758,1.3369,1.7799,3.6268,1.8362,1.0631,3.5785,0.5557,0.8134,1.5302,8.1732,,1.8309,1.8711,0.5799,2.5154,6.2516,1.5648,2.8856,2.491,1.1863,3.5209,,5.3165,1.9912,2.1523,3.585,,1.1129,2.6517,2.3451,0.7912,1.508,1.2498,0.6618,0.7021,1.3474,2.1759,0.396,3.7953,1.6047,1.3066,1.7013,1.0087,3.2637,2.1281,3.8752,0.6866,4.2624,2.2892,0.291,1.4588,1.0239,0.2194,1.1133,0.1223,6.2999,0.9121,0.2592,1.7658,0.5255,2.2328,2.3132,2.8449,0.9836,3.3434
40.033,7.9597,0.8859,1.3691,1.6148,1.9933,0.7369,1.5785,3.8685,1.1517,0.9691,4.7034,0.7732,1.1839,2.5799,2.0215,1.2403,1.9651,4.7624,1.0067,1.1758,3.0148,0.0644,0.9101,1.6027,9.1235,,1.694,3.1195,1.1597,2.7409,5.7039,1.5246,1.9756,2.7407,0.84,3.5048,,4.7367,1.967,1.8946,3.8508,,1.2015,1.6288,2.4497,0.5416,1.3388,0.7504,0.8391,1.2337,0.7434,2.2484,0.0418,4.5523,1.4758,1.2664,1.6208,0.8798,2.5872,2.2812,3.5773,0.5738,3.8999,1.8704,0.436,1.7568,0.3796,1.218,1.4597,0.7746,5.8167,1.2342,0.2672,1.8302,0.7832,2.112,2.6837,2.112,0.9112,3.2709
40.054,5.9624,0.9181,0.9906,1.5584,2.0658,0.5919,1.2161,4.3436,0.6765,1.0819,3.1168,0.8779,0.8859,2.9423,2.8671,0.9181,1.9651,3.9248,0.5718,1.6349,2.8456,0.0886,0.7007,0.7409,9.1718,,1.9517,2.8859,1.4013,1.8228,7.669,1.4279,1.597,2.1689,0.542,3.9719,,4.7206,1.2583,2.0959,3.6897,,0.3719,1.3953,3.0457,0.6866,0.6382,0.6699,0.8793,0.9518,0.5903,2.2887,0.1544,5.0435,1.0328,2.3939,2.0315,0.3161,2.6839,1.6127,3.9558,0.7429,3.3201,0.8395,0.6131,1.9823,0.8065,1.1214,1.5643,0,6.2114,2.1925,0.0095,1.8302,1.3066,1.8946,3.0461,1.9187,0.9514,3.2628
40.075,5.2134,1.3289,1.0309,1.8081,1.4376,0.6483,0.9664,3.8846,0.4832,1.1221,2.7383,1.0953,1.1195,3.4336,3.6081,1.6027,1.2403,4.0617,0.8215,1.7718,2.902,0.8779,0.7329,0.8456,9.3007,,2.1128,2.2174,0.451,1.4362,5.7039,1.6937,1.9675,1.6212,1.1138,4.1652,,4.8897,1.9912,2.0315,3.883,,0.5652,1.5966,3.1746,0.1791,1.1215,0.6216,0.8068,0.38,0.6145,1.8457,0.678,4.2382,1.3631,2.9979,1.6852,0.4207,1.9992,1.1456,4.89,0.6866,2.6678,1.0892,0.6937,1.9259,1.1367,1.7093,0.8476,0,7.1939,2.3858,0.6618,1.7496,0.3402,3.0623,1.5723,2.6758,0.5729,2.4333
40.096,4.3114,1.0389,1.8362,1.7758,1.9128,0.6242,0.6121,3.7154,1.0067,1.5893,2.8349,1.5302,1.2161,3.0872,4.0832,2.6738,1.4497,3.9087,0.3302,1.5141,2.9906,0.3866,0.9262,0.5315,9.9933,,2.3463,2.2013,0.3866,1.098,3.8999,2.4105,1.7179,1.2105,1.5729,3.0135,,5.0427,1.4516,1.355,3.5608,,1.0242,1.21,2.8846,0.6462,1.0811,1.0887,0.9276,0.7988,0.8722,2.1438,0.7183,5.5268,1.4999,2.8772,1.1617,1.4758,1.9509,0.2597,4.0685,0.3724,2.0315,1.3147,0.5085,1.7648,1.3702,1.3308,0.4288,0.082,7.0651,2.2892,0.4927,1.7093,0.2356,3.465,1.2501,2.6999,0.4038,1.5313
40.117,4.3195,0.9342,1.8926,1.2201,2.1624,0.4228,0.5879,3.6832,0.8859,1.9517,2.4161,1.651,0.6604,3.345,4.043,2.0859,1.498,4.5047,0.6282,0.5638,3.2805,0.3221,0.8859,0.8215,10.4846,,1.9195,2.4268,0.9584,1.1946,2.1603,2.7326,1.9353,1.9353,1.7823,3.0377,,5.2601,1.1053,1.4758,3.2789,,0.686,1.0248,2.1115,0.4852,1.3872,1.3786,1.1853,0.38,1.0091,2.49,0.2431,5.108,1.8382,2.9657,1.1537,0.5416,2.2086,0.0341,3.8834,1.1133,1.9268,0.9201,0.138,1.4508,1.4185,1.4435,0.5818,0.7102,7.2664,1.7737,0.5008,2.4664,1.1859,3.7388,1.4998,2.8127,0.283,1.0561
40.138,3.7799,0.8215,0.9503,1.3007,1.8403,0.7369,0.7651,3.3772,2.2631,2.1289,2.2228,1.9651,1.0631,4.1342,4.2282,2.545,0.7007,5.0604,0.6926,0.604,3.1436,0.2899,1.0389,1.3047,11.2255,,2.2174,2.5235,0.749,0.8886,2.4825,2.7809,2.5474,1.7098,2.3783,4.8176,,4.785,1.1456,1.2583,3.6977,,1.3061,1.0087,2.1035,0.7268,1.4194,1.0082,1.2981,0.5088,0.6789,2.4981,0.5572,4.1013,2.1442,3.8194,0.8154,0.1711,1.21,0.4611,3.1987,1.6288,1.6047,0.7912,0,1.1769,1.483,2.5147,1.3952,1.4028,6.767,2.0879,0.7183,2.4745,2.1925,5.1321,1.7736,2.0395,0.6293,0.895
40.159,3.3933,,0.9745,1.0832,1.5503,0.5517,0.596,3.1919,2.6255,1.5329,3.004,1.8362,0.9101,3.7879,4.4456,2.3275,1.0953,4.8591,0.6362,0.4349,3.5141,0.1289,0.7329,0.5396,11.8376,,2.4993,2.7087,1.2322,0.3893,1.516,3.6346,1.7581,1.9434,1.9272,4.2216,,4.4467,1.5966,0.8717,3.3031,,1.2981,1.3631,2.5787,0.6784,1.3872,0.6699,1.5558,0.4444,0,1.9665,0.984,4.4557,3.4731,3.5617,0.6301,0.3966,1.4516,1.1215,3.7706,1.1859,1.0489,1.1215,0.0172,1.9098,1.6521,2.1845,1.5402,0.6619,6.3886,2.6113,0.8391,2.6356,2.5872,5.5187,0.8877,1.6449,0.8548,1.0561
40.179,3.4899,,0.9503,1.1557,1.3409,0.5919,0.6685,2.7973,3.4228,1.9758,2.6497,2.4725,1.0872,4.1342,4.4537,2.0456,1.1517,4.1423,1.498,0.3946,2.7329,0.8295,0.1772,0.9906,11.902,,2.3785,1.8631,1.5785,0.502,2.1603,3.546,1.3877,2.2413,2.5232,3.086,,4.0601,1.5966,1.0409,2.836,,1.0162,0.9039,2.7317,0.7912,0.5416,0.388,1.8538,0.3317,0,1.8055,0.5572,4.7053,3.9966,2.4825,0.2597,0.6462,2.249,0.6301,3.1182,0.9684,1.4114,0.4207,0.3152,1.9581,1.7004,2.0798,1.0328,0.6216,6.2838,2.2168,0.7504,3.1188,2.0959,5.7603,1.0166,2.3133,0,0.4843
40.2,2.7087,,1.4658,1.655,1.3168,0.6966,0.596,1.8953,3.4872,2.1047,2.5611,1.643,0.7893,4.7141,4.349,2.843,0.6282,2.5557,1.0792,0.4752,2.7409,1.2966,0.9664,0.749,12.0309,,2.7329,2.5315,1.0389,1.3396,2.257,3.5058,1.5326,1.5246,3.0064,2.8525,,3.7461,0.9442,1.7415,2.8199,,1.2658,0.6623,2.0068,0.8395,1.0006,0.5088,1.2256,0,1.2668,1.7572,0.1626,4.1496,3.7953,2.8368,1.2744,0.8878,1.6208,0.0584,2.3451,1.7415,1.7013,0.5416,0.283,2.3125,0.9997,2.3536,5.1482,0.8793,6.3966,2.4584,0.7424,2.2731,1.3388,4.8664,1.1293,2.1523,0,0.6373
40.221,2.4188,,1.7718,1.9933,1.4295,0.5758,0.8617,2.4027,2.698,1.549,2.2953,2.1987,0.9423,4.3839,5.0255,3.7933,0.4832,2.6926,0.4349,0.2094,2.5557,1.0389,0.894,1.1436,12.8282,,2.6282,2.8215,1.0953,0.5906,1.516,5.938,1.0252,2.5071,2.8373,2.8122,,3.891,0.606,1.5805,2.844,,1.7894,0.9845,1.7089,0.9684,1.8463,1.0162,0.9679,0.0739,0.9689,1.2015,0.4042,3.9321,3.5537,3.908,1.1859,0.5738,1.0811,0.3483,2.0873,2.9094,1.6449,0.9282,0.7662,2.4977,1.2011,2.0234,1.21,0.7827,6.2838,2.9174,0.4685,2.6194,2.0798,4.8905,1.379,1.8382,0.4118,0.5326
40.242,2.7168,,1.5624,2.3315,1.2685,0.6161,0.9181,2.1289,3.1409,1.4604,2.1987,3.2054,1.2805,5.447,4.4215,4.2523,0.9262,2.902,0.9503,0.9826,2.8295,1.0148,0.7168,1.353,12.3852,,3.0228,2.4993,0.6443,0.5181,1.3227,5.9863,0.1796,2.4266,1.7742,2.5223,,3.4883,0.912,1.2019,2.1514,,2.482,0.751,1.9182,1.5966,0.9201,0.8149,1.9907,0.541,0.4856,1.2498,0.2028,4.1576,4.3913,4.5362,0.8234,0.1791,0.5255,0.4368,2.635,2.4906,1.508,1.21,0.5326,2.6749,1.9903,2.3375,0.6221,0.1384,5.3818,2.7161,0.6296,2.7885,1.967,4.9066,1.685,1.4838,0.6373,0.8789
40.263,2.1611,,0.7329,2.1705,0.7611,0.6242,0.4832,2.1369,3.4309,2.0725,1.3369,4.0107,1.1517,5.7128,4.3248,3.7691,0.8054,2.6443,1.0309,0.9584,2.6926,1.0711,1.0228,0.902,12.643,,3.0872,2.4107,0.6604,0.7839,0.614,5.0762,0.7917,2.0803,1.9031,2.2404,,3.9152,0.3321,1.7093,1.7407,,2.5545,0.5818,1.2417,2.2168,0.9362,0.4766,1.741,1.0726,0.3085,1.0484,0.7666,4.1576,5.0435,3.1027,0.4207,0.6301,0.7429,1.065,2.4256,2.7724,0.7751,0.8476,0.9353,2.4091,1.4266,3.0301,1.4677,0.3075,4.4718,3.4328,0.8309,3.1751,1.9268,5.3737,1.0166,1.1375,0.7581,0.589
40.284,1.9758,,1.0711,1.3409,1.0027,0.5356,0.6443,2.2094,4.0913,2.7248,1.2805,3.2617,1.2483,5.5758,5.6859,4.5826,0.7087,2.5718,1.6349,0.902,2.1691,1.5221,0.9584,2.1101,13.2792,,3.7718,2.3785,0.604,1.9195,2.0637,5.4789,1.8064,2.2816,2.5393,1.6283,,2.844,0.316,1.3227,1.04,,2.5384,0.896,1.5961,2.7966,1.1859,0.8874,1.4591,0.8229,0.8239,1.0324,1.129,5.0758,4.4959,3.2637,0.2356,0.9362,0.9201,0.7912,2.1276,2.8611,0.9443,0.7188,0.734,2.836,1.1447,2.9174,1.1294,0.2914,4.4718,3.3201,1.7249,3.1268,2.0557,5.5107,1.4273,0.767,0.0011,0.5487
40.304,2.2658,,1.3611,1.0349,1.1477,0.3262,0.9101,1.8389,3.4148,3.4658,0.749,3.1248,2.0698,5.302,4.7517,5.2913,0.0081,3.4577,2.1181,0.1611,1.9436,1.3289,0.7248,1.7235,13.3436,,4.255,1.3074,0.7168,1.1624,1.4516,6.5259,1.146,2.7729,1.9836,1.6041,,2.6185,0.8234,1.5241,0.7179,,3.0377,0.3241,0.9599,3.159,1.3792,1.0162,1.9263,1.2337,1.2507,0.8793,1.0242,3.9482,4.7858,2.7161,0.2356,0.5657,0.4529,0.4852,2.2565,3.2234,1.4919,1.2503,0.2346,3.2548,1.6279,3.2154,0.0825,0,4.6007,3.8355,1.3303,3.0462,2.2651,4.7053,1.234,0.5737,0.2105,0.7098
40.325,2.0403,,1.4497,0.5678,1.2282,0.1893,0.7168,2.0081,4.1235,3.8926,0.5557,3.1248,2.5691,5.6,4.1154,5.5409,0.298,2.5074,1.8685,0.1691,1.8792,1.0228,0.8859,1.5544,11.757,,4.1745,0.9933,1.7477,0.9289,1.7415,6.534,1.0172,3.1756,1.9353,1.29,,2.1756,1.2422,2.1039,0.7259,,2.6753,0.0906,0.678,3.6905,2.2651,0.7666,1.6686,1.5639,0.2762,1.4028,1.1532,2.9899,4.7295,2.0154,0.7751,1.0489,0.6221,0.5738,1.5639,3.8597,1.4597,1.1698,0.7179,2.7232,2.691,4.0529,0.2516,0,3.602,4.0127,1.4431,3.3362,2.8127,5.0999,1.0246,1.0409,0.6212,0.2588
40.346,1.3396,,2.0617,0.2698,1.4456,0.4389,0.4913,1.6134,3.906,4.3839,1.498,3.1651,2.2953,5.8819,3.6161,5.8792,1.1597,2.3866,2.0054,0.4027,1.702,0.9906,0.5154,2.6658,10.5409,,4.2792,1.3557,1.5463,0.9047,1.7093,5.8494,1.6051,2.9662,1.8387,1.1773,,2.2239,0.4529,2.4422,0.7823,,3.231,0.2919,0.396,3.9643,1.2825,0.6296,1.733,1.6364,0,1.4028,1.6283,3.4006,5.6073,3.2717,1.1133,1.355,0.6382,0.4207,1.878,4.818,1.5725,1.3147,0.8548,2.4816,2.4897,3.5778,0.9925,0,3.3443,3.6261,0.9679,2.5389,1.6208,5.3899,0.5978,1.3227,0.5407,0
40.367,0.6389,,1.8201,0.7369,0.898,0.8577,1.2322,1.2349,3.6564,5.1007,1.1839,4.4779,3.1329,5.4792,3.4872,5.1463,1.2564,2.5718,1.9893,0.6846,1.6698,1.2644,1.055,2.5852,11.1772,,5.4792,1.7503,1.6591,0.9047,1.1617,5.2776,0.985,2.8212,2.5152,1.5397,,1.5232,0.461,1.7979,0.5326,,3.6176,0.7268,0.1544,4.3752,0.7349,0.3477,1.1853,1.886,0.0427,0.5008,1.5236,2.845,6.6543,2.7644,0.4772,1.4114,1.3953,1.2422,0.7666,4.0369,0.7188,1.0489,1.2333,2.6105,0.9917,2.861,0.2677,0.5894,2.9577,3.6905,1.3223,2.1362,1.8382,4.4637,0.5414,1.0409,0,0
40.388,0.5503,,1.4013,1.3812,0.6,0.8899,1.651,0.8081,4.8805,4.1342,0.9826,4.4779,3.6564,5.5517,3.455,5.5007,1.0389,2.4993,2.2792,1.651,1.3638,1.3933,1.0309,2.5852,8.9705,,4.8832,0.9289,1.7235,0.8886,0.9684,5.8736,1.1944,4.3756,2.7246,1.2498,,1.1447,0.4288,2.2167,1.0803,,3.5531,1.1054,0.6458,4.1174,1.2503,0.2189,1.1532,1.8699,1.0736,0.5652,1.4028,2.2248,6.904,1.6127,0.9845,1.3631,1.0489,0.8798,1.137,4.1737,0.7993,0.8395,1.2333,3.0534,1.1528,2.7724,0.5496,0.4525,3.3523,4.206,1.5075,3.3282,2.3295,4.2382,1.2743,0.4852,0,0.1138
40.409,1.251,,2.0215,1.1154,0.5517,0.5919,2.2792,1.5168,4.3732,3.7799,0.8617,4.1879,3.455,5.3181,3.3906,5.6859,0.5718,1.4926,2.851,1.7235,1.2913,1.1275,0.7973,2.6658,8.9221,,5.0604,0.953,1.8926,0.8242,2.1925,5.3179,0.8561,4.6091,1.4601,1.3706,,0.6454,1.2422,2.2972,1.3702,,2.8846,0.8395,1.0324,4.3752,0.3805,0,0.4927,1.9343,1.0091,1.2337,2.2081,1.6047,6.0986,1.6047,1.6127,1.1698,0.018,0.614,0.984,4.2221,1.0409,0.8315,0.8709,2.3367,1.5957,3.7791,0.4207,0.3317,2.4825,3.7066,1.7089,2.6597,1.798,4.2946,1.073,0.4207,0.7018,0
40.429,1.5973,,1.7557,1.0349,0.5517,0.0926,1.957,1.0336,4.0832,3.7074,0.9423,3.1812,2.0054,4.545,2.7705,4.7275,0.2013,1.5329,3.0685,1.3691,1.2349,1.2,0.3705,2.5611,8.0523,,5.745,1.5812,1.3208,1.0899,2.7724,4.7299,0.8561,3.8923,1.2588,1.2337,,0.8065,0.9684,2.5066,1.1769,,3.2954,1.202,0.6699,6.0664,0.7429,0.2109,0.525,2.3371,1.2266,1.282,2.039,1.2503,6.1953,1.6449,1.2986,1.7254,0.1147,0.8717,0.7988,4.1335,0.7268,1.0087,0.895,1.5554,1.7326,2.2086,0.5335,0.6538,1.4436,3.1107,1.3706,2.2409,2.3295,4.3831,1.0891,0.8798,0.5971,0
40.45,0.9691,,1.6993,1.1477,0.1973,0.3987,1.2242,0.2685,4.051,3.9651,0.1289,4.0188,2.1101,4.3839,2.4403,4.5181,0.1852,0.9369,2.9799,1.804,0.9611,1.8523,0.4107,2.996,7.2389,,5.4309,0.9933,1.7315,0.7919,0.6784,3.5541,1.3393,3.9326,1.9272,0.8471,,0.734,0.3805,3.5375,0.3474,,3.9558,1.4436,0.4525,5.7604,0.5094,0.0578,0,2.6108,0.6064,1.0324,2.0632,1.6932,6.316,1.516,1.202,2.0315,0.606,0.9765,0.8149,4.0932,0.2919,0.6705,0.8306,1.4427,1.0883,2.3697,0.5496,0.09,1.6932,2.6194,1.7249,2.249,2.5067,3.9643,0.9521,0.9925,0.5246,0.1541
40.471,0.9772,,1.5302,1.1477,0.1248,0.7208,0.7812,1.3718,4.2201,2.9101,0.7812,4.6872,2.6658,4.3919,2.0134,5.5651,0.5557,1.1624,3.3987,1.1597,1.5329,1.8282,0.6201,1.8523,6.4094,,6.4295,1.0174,1.2483,0.8161,0.2597,2.942,1.3554,4.6333,1.8387,0.3397,,0.6212,0.2274,3.2315,1.193,,3.682,1.0972,0.7504,7.1053,0.6543,0,0.0739,2.1679,1.2991,0.9759,1.7652,0.4529,5.5993,0.308,1.2181,2.1523,0.5094,1.2744,0.0498,5.0435,0.0584,0.6543,1.2092,1.1125,0.9997,2.8046,0.9523,0.0176,1.7576,3.0301,2.0148,1.9187,1.8946,3.7791,0.8636,0.5013,0.1138,0.9675
40.492,1.0094,,1.4416,1.4456,0.6322,0.6886,1.2886,1.3477,2.2792,2.3463,1.3289,4.502,2.8349,4.9799,2.7302,5.3879,1.1195,1.5732,3.7772,0.8859,1.557,1.6913,1.1436,3.0846,5.3946,,7.1302,0.9611,1.2403,1.2268,0.8073,3.4816,1.5165,4.1742,2.1528,0.1867,,0.8306,0.9764,3.7227,0.4763,,3.1907,0,1.0001,7.5161,0.8717,0,0.7746,2.2001,0.2923,0.8551,2.3289,0.7832,5.1966,0.0262,2.0235,1.6127,0.6462,1.347,0.4525,4.7778,0.3644,0.9443,1.7568,1.3702,1.2011,2.4986,0.8959,0.0739,1.3872,3.9241,1.9988,1.3309,1.1859,2.9737,0.332,0.3966,0.3152,0.7903
40.513,0.7597,,0.5879,0.8255,0,0.4309,1.6107,1.0899,2.1987,2.6362,0.6846,4.2604,2.5289,4.2872,2.5933,3.8899,0.5638,1.1624,4.2443,1.0953,0.5664,2.0779,1.1839,4.0027,4.5248,,7.106,1.2913,1.9812,1.2268,1.967,2.6279,1.3152,3.9729,2.4266,0.0176,,0.3393,1.1294,3.7066,0.2508,,2.4095,0.1872,0.7988,7.508,0.6301,0.0981,0.396,2.5384,0.1071,0.4444,1.8377,0.4772,4.4154,0.5416,2.1845,2.2973,1.3066,1.0811,0.4927,4.6248,0.6382,0.8798,1.4105,1.4266,0.7018,2.0556,0.5657,0.6619,0.8315,3.3201,1.4833,1.1859,1.0328,3.1268,0.7589,0.5174,0.4279,0.6454
40.534,0.7356,,0.6523,0.9946,0.3101,0.5839,2.3839,0.9369,3.5517,3.0148,0.4188,4.1315,2.6255,3.4013,1.9973,3.4631,0.2577,1.549,4.5987,1.3852,0.8805,2.4886,1.5785,3.753,3.8483,,7.396,1.0658,2.0456,1.2671,2.1603,2.4588,0.8964,5.3259,1.5085,0.0659,,0.5246,1.218,3.6583,0.7179,,2.6028,0.8315,0.6135,7.7416,0,0,0,2.8605,0.7192,0.541,1.2095,0.163,3.908,1.0731,1.3066,2.0637,1.2503,1.0972,0.7585,4.3268,0.6866,0.8476,0.9273,1.0642,0.7823,2.4986,1.1214,0.7343,1.1778,3.602,1.5478,1.5564,1.5321,2.1039,0.8877,1.2664,0,0.3957
40.554,0.349,,1.3611,1.3409,1.1315,0.4872,2.1342,0.6872,3.3423,2.6201,0.2819,3.2295,2.5852,2.749,1.643,3.3745,0.7409,1.6295,3.906,2.0698,0.6711,1.9329,1.4497,3.753,4.396,,7.1141,1.3879,1.949,1.9517,2.6435,1.9514,0.6387,4.7702,1.9514,0.0981,,0.2346,1.5966,4.1657,0.2427,,2.5464,1.2664,0.686,8.0476,0.4852,0,0,3.1987,0.8722,1.0887,0.9599,0.6705,3.7227,1.2825,2.2973,2.4423,1.4919,1.057,0.396,3.9725,1.1376,0.6946,1.193,1.1044,0.7903,2.7966,0.7429,0.9437,1.4838,2.7402,1.1612,2.2651,0.4611,1.6127,0.8555,0.3643,0.138,0
40.575,0.5745,,0.7732,1.1638,0.4309,0.7772,2.4564,1.5732,3.149,3.3852,0.6926,2.6899,2.4564,2.6121,1.8362,3.3584,0.9906,1.9436,4.0188,1.957,1.4201,1.8685,1.1356,3.2617,4.251,,6.7517,1.5007,2.1101,0.6872,2.3858,1.3152,1.2185,4.5044,1.0091,0.4686,,0.138,1.8301,3.7711,0.138,,2.5625,2.1845,1.3383,7.9027,0.7188,0,0.533,2.5705,1.0977,0.9679,0.9357,0.896,3.8597,1.0892,2.4745,2.8368,1.3631,1.2744,0.4685,4.0369,1.2342,0.3241,1.1205,1.0078,0.6857,2.6999,0.4127,1.2095,1.4516,1.7093,0.8068,1.8302,0,1.7254,0.4448,0.3241,1.0481,0.4038
40.596,1.0497,,0.4752,0.8416,0.1409,1.1074,3.5517,1.4685,2.2631,2.6523,0.7087,3.2779,2.2792,2.6523,1.8926,2.7141,0.8617,1.0738,3.8094,2.255,1.3154,1.8362,1.2242,3.3826,3.6792,,8.2094,1.0819,1.6913,0.2685,3.0623,0.84,1.7823,3.8682,0.3568,0.5169,,0.1944,1.9509,3.8919,0.0091,,2.9411,2.9094,0.1626,7.1214,0.6623,0,0.3155,2.643,1.5004,0.235,1.2015,0.3241,3.7711,1.7496,2.1523,2.104,0.8878,0.7107,0.6941,3.4811,1.0731,1.057,0.895,0.6695,0.589,1.8543,1.2261,0.4525,1.4999,1.3066,0.5975,1.3147,0.5013,1.1697,1.0971,0.4127,1.2816,0.8226
40.617,1.5732,,0.4752,0.7852,1.0832,1.1074,3.8658,0.7356,1.6188,2.9745,0.5718,2.2792,2.094,2.3785,2.102,2.4403,0.757,0.8,4.0832,2.851,1.3477,2.0054,1.5866,3.004,3.8644,,7.9517,0.7114,1.7477,0.7839,2.9013,1.9192,2.0642,3.546,0.3648,0.1061,,0.0575,2.6758,3.9402,0.1058,,2.8363,3.1993,0.2269,7.5,0.6623,0.2269,0.2592,2.9733,1.146,0.5088,0.8712,0.5013,2.2168,1.4999,3.5376,2.1281,0.8395,0.8073,0.2592,2.4664,0.9443,2.112,1.4911,0.9031,0.3071,1.9107,1.7174,0.541,1.3309,2.1603,1.0807,1.0328,1.0892,1.1214,0.4448,0.5174,0.6695,0.7984
40.638,2.0322,,0.9423,1.1235,1.4215,0.8336,3.6644,0.1879,1.7315,3.1436,0.6121,2.4081,1.9168,1.1463,1.1436,2.4,0.2658,1.694,3.8013,2.3275,1.4604,1.6671,0.9906,3.5678,3.5423,,6.9691,1.0819,1.9973,1.1866,2.9657,1.7501,1.8226,3.683,1.1783,0,,0.581,2.4261,3.3764,0.1783,,1.7974,2.4019,1.0324,7.049,1.4516,0.7263,1.129,3.0699,0.1232,0.8149,0.7504,0.5899,2.0315,0.5738,3.5778,1.9429,0.5416,1.1456,0.2189,2.8529,0.8315,2.2086,1.3058,0.6534,0.3554,2.1523,0.614,0.3639,0.8798,2.5308,0.9276,1.2905,0.8315,1.0489,0.2434,0.6865,0.9031,1.3944
40.659,2.0403,,1.2886,1.5342,0.8658,1.4537,3.7128,0.6872,2.4805,2.6523,0.5879,2.4161,1.7799,1.2349,1.1758,1.1436,0,1.4121,3.6242,1.498,2.0966,1.6027,0.9584,3.3826,2.8497,,6.3651,0.7275,1.6027,1.2671,2.8046,1.146,2.7648,4.0051,0.6628,0.3397,,0.2266,1.6932,3.9241,0,,2.1035,3.0301,0.7585,6.9925,0.4288,0.7021,0.8391,3.2471,0,1.2658,0.6618,0.5255,1.8624,0.5013,3.6422,1.8865,0.5416,1.4597,0.6458,2.9416,1.1294,1.8624,1.2011,0.4763,0.6373,2.41,0.1388,0.7343,1.0892,1.7013,0.9034,0.7671,0.606,0.3241,0.5092,0.1872,1.3944,1.5313
40.68,2.3463,,1.4013,0.8416,0.6081,1.6067,3.447,0.5987,2.0376,1.5087,0.8054,2.0376,1.9329,1.9919,1.2644,1.5705,0.2899,0.6228,4.1315,1.7799,1.5087,1.7074,1.7315,2.6416,1.7141,,5.0443,0.7436,1.9087,1.2027,3.7711,1.0574,2.4749,3.8762,0.7836,0.7585,,0,1.9831,4.3268,0.4601,,2.1035,3.014,0.7343,8.096,0.9443,0.2269,0.6538,2.2081,0.4373,1.0726,1.3867,1.2342,2.2973,1.3631,4.4235,2.3536,1.0167,1.4919,0.6377,2.7885,1.3953,2.7563,1.0722,0.4924,0.0816,1.5805,1.2744,1.7813,0.8234,1.6369,0.6699,1.5886,0.9604,1.057,0.187,0.1872,1.3622,1.4185
40.7,2,,1.4738,0.9141,1.043,1.5181,3.2859,0.6792,1.4174,1.2027,1.0792,1.6349,1.8201,2.0081,1.0148,2.0215,0.9101,0.8805,3.7691,1.7315,0.7517,1.2,1.8846,2.8027,2.5195,,4.4161,1.5651,1.7879,1.2591,5.414,1.2105,1.2588,4.3997,1.3957,0.7988,,0.4843,2.5872,4.5684,0.3474,,1.6524,3.0301,1.282,7.5402,0.6946,0.4122,0.2752,1.7572,0,0.5733,1.4753,0.6784,1.0811,0.1308,5.0839,1.8704,1.065,2.0718,0.4042,2.0476,1.6208,2.5147,0.5729,0.6373,0.291,1.4274,1.4758,0.6296,0.4529,1.2342,0.4766,0.7993,0.759,0.5576,0,0.6543,0.9273,0.8789
40.721,2.757,,0.757,1.3651,0.8577,1.9128,3.906,1.6295,1.4416,1.1785,1.4174,1.8282,1.5302,2.2255,1.6913,1.4899,1.1919,1.3477,3.5356,2.0859,0.8886,1.2644,2.0537,3.1007,2.3826,,4.3517,1.8309,1.5624,2.3302,6.5415,0.695,2.0642,4.9474,0.3487,0.7343,,1.2252,2.6435,4.0932,0.6051,,1.5236,3.3926,0.1303,7.3308,1.2905,0.5652,0.1706,1.7974,0,0.6296,0.7585,0,0.896,0,4.3348,2.0074,1.2261,2.6597,0,2.0798,1.1859,1.7415,0.8387,0.8145,0.1622,1.4113,1.9187,0.984,1.2583,1.7658,0.3477,0.6543,0.0262,0,0.3884,1.0811,0.4279,1.0239
