days,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80
19.36,2.6604,1.3611,2.2389,2.5812,2.4121,1.7839,1.5302,1.7745,3.2779,8.8134,1.4174,1.3128,2.7705,0.4537,2.8832,3.5195,2.3678,2.4752,0.7168,1.3369,3.6188,2.9718,0.6282,3.753,7.1101,0.9826,3.7154,1.3154,2.843,0.3973,0.3885,6.1877,5.8897,1.2991,7.8145,0.5491,0.469,3.7944,3.3684,3.3201,0.5246,7.1858,2.3289,1.1376,2.5867,2.9335,1.355,1.0001,0.6458,1.0404,2.4266,0,0.9921,6.0422,3.908,1.4194,1.4033,2.563,0.7349,0.7349,1.0726,1.2181,0.3241,1.2986,2.2802,2.0226,0.3474,0.7348,4.6731,0.227,8.3859,1.1376,1.5639,1.21,0.8798,3.4248,0.7508,0.614,2.3367,0.8548
19.381,2.153,0.9181,2.706,2.7906,2.4765,1.7275,1.5141,0.9691,3.2456,9.6107,1.7396,1.1597,2.3195,0.4779,2.6416,3.5919,1.8121,2.9584,0.6685,1.1758,3.7074,2.9074,0.9584,3.3101,5.7732,1.0228,4.3195,1.2027,2.4725,0.3973,0.5174,5.3581,7.8709,2.193,7.5326,0.7424,0.1872,3.3836,2.7321,3.6664,0.8789,6.8315,1.1209,0.9443,2.5142,1.508,1.5886,1.1129,0.5893,0.9276,2.5232,0.2592,0.4042,6.4691,4.6409,1.1054,1.0087,3.2073,1.1054,1.5564,1.9907,0.4611,0.3724,0.8556,2.1595,1.7648,0.1863,0.6865,4.7536,1.1692,9.1913,1.4033,1.3464,1.3631,0.3724,2.3053,0.4609,0.5737,2.6105,0.9595
19.402,2.2497,0.5315,3.3181,2.6134,2.5409,1.647,1.8362,1.0658,4.2201,9.1195,2.0134,0.306,2.7383,1.2349,1.8443,4.1638,2.0617,2.5557,0.3866,0.9423,3.6349,3.1168,1.0389,2.5369,5.4913,0.6282,3.7879,1.3879,2.247,0.7195,0.2919,6.534,8.491,2.2252,7.1219,1.3786,0.4449,3.1581,2.1039,4.3026,0.7018,5.9778,1.8619,0.9684,2.2968,1.1939,1.7415,1.3867,1.137,0.5572,2.2413,0.6216,0.4847,7.1456,5.269,0.8476,1.2181,4.6086,0.8878,2.7805,2.2806,0.7107,0.9039,0.7429,2.2561,0.9997,0.2588,1.2664,4.0288,1.29,9.304,1.3227,1.7491,2.3778,0.6784,2.2811,0.1307,0.8073,2.8521,1.04
19.423,2.1691,0.757,3.9866,2.9839,2.7664,1.6711,2.6094,1.7503,3.0523,8.3221,2.1262,0.0805,3.3584,1.2913,1.4738,4.3812,2.1503,2.0483,0.5477,1.4899,3.6671,2.8832,1.2242,2.6577,5.1691,1.3933,3.8523,0.6067,2.8671,1.251,1.4194,8.0964,7.1863,2.6279,6.9769,1.0082,1.1778,3.0534,2.0637,4.2382,0.1783,6.8235,1.3061,1.6127,2.184,1.1939,1.6771,1.4753,0.9115,0.7585,3.0628,0.5008,0.2834,7.2019,5.0194,1.5403,1.5403,5.0033,0.9362,2.3536,2.2081,0.5416,1.1054,0.6705,2.3045,0.8387,0.589,0.3563,3.5053,0.8551,8.8208,1.6932,1.733,1.9831,0.7268,2.112,0.2515,0.7026,3.3031,1.4669
19.444,2.1611,0.8054,4.0591,2.6295,3.145,1.5745,3.302,1.694,3.2215,8.6523,2.0215,0.5315,3.3906,1.6698,1.353,4.7758,2.5289,1.098,1.1195,0.749,5.1007,2.7383,0.7893,2.0537,3.8403,1.1275,2.8617,0.7034,1.9007,1.9919,1.516,8.2091,7.8226,3.2319,4.8991,1.8457,1.8462,3.2628,1.6529,3.4731,0.7903,7.5322,0.6538,1.4838,1.6686,1.2986,1.7174,1.5639,0.7183,0.7263,3.0306,0.38,0.5008,7.1134,4.9067,1.1939,0.9201,4.2704,1.9831,2.3134,2.7961,0.155,1.5241,1.7254,2.1675,1.0642,0,0.2919,2.6516,0.1947,8.5711,1.7254,1.8619,1.2744,0,2.3536,1.0246,0.5818,2.989,1.5635
19.464,2.7893,0.604,3.7208,2.2993,2.4201,1.1235,2.8268,1.1705,3.0362,7.8872,2.6336,1.047,3.3423,0.6067,1.6671,4.4215,2.5128,0.9208,0.8215,0,4.5611,2.5128,1.0389,1.506,3.051,0.3705,1.7906,1.5651,1.7315,1.694,1.516,8.5393,8.8615,3.087,4.4642,2.1035,1.7979,4.0924,1.1214,3.6019,1.3138,6.5496,0.3075,0.3241,1.4753,1.1054,0.8637,1.1612,0.38,0.2672,3.1675,0.9034,0,6.5819,4.1658,0.2033,0.6462,3.8919,2.0959,1.4758,3.3679,0.3563,1.6208,1.6369,2.3447,1.2414,0,0,2.2489,0.1625,9.7147,1.1456,1.4591,0.751,0,1.7093,0.6219,0.614,2.8682,1.6521
19.485,3.1114,1.0309,3.157,2.3074,2.4604,1.3651,2.8188,0.7275,2.2631,7.4523,2.6497,1.6349,3.5678,0.6792,1.2,4.2685,2.0456,1.6054,1.3691,0,3.6188,2.0537,1.2483,1.1839,3.2523,0.4993,2.0161,1.1866,2.1101,1.4362,4.6086,6.9286,9.4172,2.8534,5.0118,2.7639,1.7093,4.0601,1.806,3.4811,0.9031,6.6302,0.3155,0.5496,1.2256,0.3885,0.2356,1.2095,0.396,0.5733,3.393,1.0404,0,5.8006,2.869,0.3,1.2503,5.0839,1.7496,0.8154,2.7155,0.1791,0.9926,0.9845,2.5702,1.0883,0.9997,0.2919,1.9026,0.0659,8.5953,0.7027,1.5156,0.8395,0,1.7818,0.7105,0.8315,3.4642,2.1997
19.506,3.0711,0.7007,3.1812,2.106,2.6617,1.4134,2.5047,1.5893,2.9235,6.5342,2.102,0.749,4.1718,0.8644,1.1597,4.1557,1.1678,1.5893,1.055,0.0725,3.804,2.1584,0.9181,1.5544,2.9866,0.4027,1.8389,1.5812,1.8685,1.3557,1.516,7.589,9.844,2.3138,3.6427,3.6095,1.9992,3.3917,0.8878,2.9415,1.2333,7.1536,0.6618,0.9282,1.4431,0.5174,0.5416,0.9034,0.7101,0.6538,4.0937,0.7183,0.0498,5.6476,3.6422,0.9201,0.3483,5.0194,2.0879,0.8154,3.6659,0,1.1778,0.9201,2.087,0.9836,0.4199,0.8154,2.112,0.1786,8.4664,1.0248,1.7249,1.3227,0.308,2.4261,1.2099,0.3482,4.5192,2.385
19.527,3.1758,0.6765,3.004,2.1866,3.2658,1.0107,3.7933,1.2188,2.5852,6.1557,2.4242,0.9745,4.2201,1.5409,1.1356,4.8966,0.7651,1.4765,0.5799,1.0389,3.9248,1.8926,1.2805,1.5866,2.8658,1.0792,2.0322,1.6054,1.9973,2.3383,0.7751,7.1621,9.5863,3.9648,3.5299,4.2699,2.2409,3.2628,0.8154,3.4972,1.3944,6.4047,0.0659,0.5094,1.6686,0.5657,1.1617,0.8391,0.7826,0.6618,4.738,1.1129,0.5733,4.4074,3.159,0.7188,0.3805,3.8919,2.0557,1.4194,2.5867,0.2113,1.1537,1.2664,1.8615,1.1125,0.2185,1.0086,2.0395,0.533,7.9912,1.3792,0.8712,1.798,1.0489,1.3066,1.1213,0.2355,4.4467,2.2803
19.548,3.651,0.4832,3.7128,1.8161,3.4268,0.9141,5.3477,1.2752,2.0456,6.3329,2.7302,1.3128,4.9289,1.9436,1.0228,4.7678,1.1758,1.5087,0.8134,0.7732,4.6899,1.9329,1.6832,1.3047,2.3745,1.2483,1.9919,1.8631,2.5289,2.0886,3.3845,7.4038,9.9809,3.6991,2.9581,4.2377,2.4019,3.1581,1.0972,2.5469,0.887,6.5496,0.7504,0.614,1.2578,0.6623,0.6543,0.4605,0.525,0.3639,3.5621,0.6135,0.6377,4.5684,2.2007,1.2503,0.8476,3.2717,1.5241,1.6852,2.4014,0.9121,0.9039,1.0972,1.7729,1.5474,0.5648,1.6449,1.3147,0.7666,6.8074,1.661,0.5893,2.0637,1.2503,1.5885,1.2662,0.8154,3.9796,2.4333
19.569,2.7007,0.8215,3.1007,1.647,2.8309,0.8819,4.5826,1.2349,1.7074,5.0765,2.2067,1.5463,4.4537,2.6765,1.4013,4.4376,1.5946,1.5007,0.9664,0.6282,4.094,1.8121,1.6027,1.5866,3.2523,1.055,2.6443,1.855,2.1342,1.3638,3.3523,7.1541,9.3769,3.9326,2.1689,4.737,2.3536,2.6427,1.7415,3.2717,0.9434,6.0986,0.7101,0.0101,0.8068,0.4933,0.0664,0.5572,0.4283,0.4444,2.8534,0.4525,0.1786,4.7939,2.0879,0.9282,1.065,3.5133,1.6288,0.7349,2.2968,0.8476,1.5725,0.8395,2.1756,0.9192,0.8628,2.3697,0.9764,1.1451,6.5658,1.6771,1.1773,1.4597,1.3631,2.0315,1.0488,0.9603,3.7299,2.6991
19.59,2.9423,0.894,2.4161,1.7919,3.5396,0.0926,4.5423,1.3235,1.055,4.0859,2.6416,1.8523,4.9208,3.4094,1.4255,3.6644,1.2322,1.3477,1.0148,1.0792,4.0456,1.8926,1.2725,1.5463,3.1638,1.1114,1.6054,2.7329,2.247,2.5315,1.2905,7.8789,9.095,4.746,1.9353,4.7451,2.4422,2.3528,0.2677,3.3925,1.4185,5.2852,0.6216,0.8154,0.7504,0.2597,0.3322,0,0.0578,0.7021,3.4897,0.5572,0,3.5698,2.257,1.0328,0.9604,3.3604,1.7899,1.6771,2.3773,0.5174,2.708,0.5738,1.6279,0.6615,0.7823,1.6127,1.0811,0.7102,7.6046,1.4275,1.2658,1.3309,1.7658,0.767,0.6542,0.7026,4.3259,2.5944
19.61,3.4416,1.1195,2.0537,1.5664,3.0805,0.8255,4.6067,1.7906,1.2242,3.6107,2.5852,1.7879,5.2993,4.5208,1.6188,3.2456,1.4497,1.7906,1.6993,1.7879,4.5933,2.1745,1.1114,1.8523,2.3262,1.5221,1.8309,2.451,1.796,3.055,2.5147,8.0239,8.9662,4.6897,1.9756,4.9545,2.6274,1.6601,0.0986,2.5711,2.5138,4.9952,0.9115,1.5321,0.7101,0.4529,1.347,0.0659,0,1.3142,4.1098,0.7021,0.4363,3.8194,1.6771,0.9443,1.5966,3.9241,1.6771,1.6369,2.3692,0.8234,3.1268,0.5899,0.8789,0.7581,1.0561,1.6046,0.759,0.4444,5.6073,1.9348,1.4511,1.4677,1.8543,0.9039,0.5736,0.6865,4.7206,2.4252
19.631,2.9342,1.345,2.851,1.7517,2.7423,1.043,4.5101,1.106,1.4174,3.6993,2.3195,1.8846,5.0416,4.4966,1.2242,2.6658,1.3852,2.0886,1.6993,1.4174,4.0537,2.1664,0.7732,1.0148,1.8188,1.957,1.8228,2.0564,1.5624,2.9503,1.2583,6.3487,9.0709,3.8199,1.3393,4.737,2.8046,1.6038,0.6946,2.5711,3.0132,4.8986,0,0.8637,0.8632,1.1537,0.8556,0.7263,0.3558,1.0645,4.2628,0.5652,0,3.7631,1.3227,0.9845,1.8785,3.3201,1.8463,1.4114,2.3692,2.0476,2.7,0.751,1.4105,1.2736,1.1125,2.2409,0.6704,1.4108,4.6973,1.2181,0.7826,0.7107,2.708,1.5321,0.5092,1.0248,3.0857,2.0709
19.652,3.1114,1.7638,2.255,2.0336,2.9517,0.2215,4.502,1.5087,0.6362,3.7879,1.6188,2.8591,5.0174,4.4161,1.353,3.2537,1.2966,1.7181,2.0215,1.0792,2.8134,1.5785,0.9342,0.5315,2.0443,1.3128,1.0336,1.9597,0.8537,2.8054,1.4194,4.8185,9.2481,5.2937,1.9514,3.4806,3.1107,1.7729,0.8315,1.5966,3.5689,4.7858,0,0.7349,0.9921,0.9362,0.5335,0.7343,0.2592,0.8632,3.9326,1.1129,0,3.602,1.0409,1.3792,0.9845,2.6194,2.5308,0.9926,1.4591,2.2812,2.3214,0.9684,1.0078,0.7581,0.6615,2.1281,0.8073,0.9921,3.9966,1.5805,0.1706,0.7832,3.0543,1.3147,1.0005,0.8234,2.5944,2.3769
19.673,3.8121,1.957,1.9732,1.7356,2.1544,0.0443,4.7436,2.1852,0.7651,3.9007,1.0872,2.3114,4.4698,5.3906,1.353,3.1087,1.4738,1.3799,1.4577,0.3544,3.2725,1.3369,1.3128,1.1034,2.5919,1.8201,1.1946,1.4282,1.4819,3.0228,1.8704,5.3098,6.8883,5.1085,1.9514,3.3518,4.7858,1.644,0.0503,1.4838,4.2293,3.9241,0.6296,1.1859,0.2028,0.6866,0.5979,1.5639,0.6055,0.1786,2.9903,1.6605,0.8954,3.8033,0.5416,1.1939,1.8543,2.9577,2.5872,1.1456,1.2981,2.9979,2.2248,1.2261,0.9998,0.5487,0.9917,2.708,0,0.1384,2.9496,2.418,0.7343,0.8315,2.9577,0.9523,1.2582,0.2677,2.0709,2.8279
19.694,3.1034,2.4161,1.651,1.2604,1.655,0.7047,5.2349,2.1369,0.9584,3.1597,1.2805,2.4483,3.9463,6.349,1.3852,2.3275,1.5383,0.9047,1.047,0.4188,3.0148,1.804,1.2966,1.9651,2.6966,1.8523,2.298,2.2658,1.4577,3.0953,1.355,4.9071,6.091,4.295,1.3232,3.835,4.1093,1.5957,1.0086,1.3469,5.7434,4.1496,0.678,1.2986,0.1384,0.9926,0.5174,1.29,0.2592,0.1142,3.5863,1.6283,1.2981,3.9966,0.8637,0.8556,2.1603,2.4664,2.4906,1.3147,1.0565,3.8516,2.4423,0.0906,1.0159,0.8548,1.3783,2.6113,0.4771,0.2833,3.2556,2.249,0.541,0.469,2.5147,1.4435,0.4126,0.8073,2.1675,3.1742
19.715,2.7329,1.7154,1.7154,1.6228,1.8322,0.447,4.349,1.3879,1.5705,2.3544,1.345,3.8658,3.0443,6.0752,1.1195,1.643,1.1195,1.7664,1.1597,0.3141,3.2322,1.5705,1.651,2.2148,2.2779,2.0779,2.4107,2.6685,1.4336,2.3221,1.967,4.1501,6.8319,4.4481,1.2588,4.0444,3.0382,1.3299,0.936,0.6462,5.7997,3.8758,0.5169,2.1201,0.4605,0.7429,0,0.7746,0.3236,0.0901,3.0064,1.878,1.3625,3.7147,1.0248,0.7107,1.4436,2.2651,2.7805,1.2422,0.984,4.3509,3.4892,0.9362,1.4588,0.9434,1.9259,2.7724,0,0.5974,2.8852,2.2007,0.8551,0.0341,2.0959,0.9684,0.9521,1.2422,1.6763,2.8199
19.735,3.4658,2.1987,1.9893,1.4295,1.7678,0.3503,4.0913,1.6215,1.5785,1.847,1.1919,5.1302,2.4564,6.7114,0.9584,1.651,1.1597,2.145,1.6913,1.2564,3.4013,1.3691,1.8846,1.957,1.9879,1.9409,2.596,2.2819,1.5705,2.8617,2.3536,2.9581,5.8897,5.946,1.3635,3.3598,2.7563,0.4118,0.8395,0.2677,6.3313,3.5376,0.533,2.8127,0.6377,0.8556,0.0503,1.0565,0.2109,0.2672,2.5232,2.0713,1.6847,1.5482,0.751,1.0006,1.4114,1.9348,2.2007,1.0087,1.894,4.6973,4.4074,1.355,0.8064,0.7742,1.789,2.5469,0,0.09,2.563,2.6274,0.7101,0.5013,2.8207,1.0248,1.4515,2.4422,1.8373,2.2964
19.756,3.796,2.7705,2.1987,1.647,1.0107,1.1074,4.5181,2.2336,1.4255,1.6537,1.1517,5.8389,2.851,6.0752,1.5624,1.8846,1.2644,2.7651,2.706,1.6832,3.2966,1.6268,0.8859,1.3691,2.5034,3.1409,1.8792,2.9906,1.8362,2.7087,2.4825,2.7085,4.3514,6.1071,0.4856,2.941,2.9093,0.7179,0.1388,1.363,6.2508,2.9335,1.1934,3.61,0.8551,0.7107,1.2342,1.8619,0.7263,0.6618,2.3541,2.4981,1.733,1.6852,0.4772,1.508,1.7737,1.7254,2.3858,0.8315,0.8551,5.0356,4.0047,0.9845,0.734,0.8709,1.5313,2.4905,0.8315,0.3961,1.6208,2.1764,0.6618,1.516,3.4167,0.7912,1.3951,1.7093,1.491,2.7313
19.777,3.9168,3.1651,2.6416,1.9611,1.204,1.3087,4.3893,2.2416,1.1114,1.7906,1.2564,5.8792,2.9477,6.043,1.2725,2.553,0.8698,3.2161,2.2953,1.5463,3.1517,1.2483,1.5866,0.9664,3.0027,3.6161,2.6765,3.5946,1.7315,2.7893,2.3214,2.3541,5.2776,6.4534,0.3487,3.3437,3.2073,0.8226,0.8476,0.7429,6.6695,2.6678,1.3786,4.1174,0.1786,0.7188,1.653,2.6753,1.1612,1.0242,2.3299,2.9008,1.5961,2.2973,1.3309,1.2503,2.9738,1.5805,2.0074,0,0.5572,5.9939,4.5603,0.5094,0.5568,0.5326,1.6682,2.8852,0.9845,0.2511,1.4999,2.1523,0.5975,1.6932,3.6503,0.8717,1.7897,1.6529,1.2977,2.4816
19.798,2.894,3.3987,1.3933,2.2671,1.2926,0.9866,4.1477,1.9678,1.4416,2.5396,2.1584,5.7664,2.7785,6.3248,1.5866,2.3034,0.8295,4.0215,2.6577,1.9087,2.8456,1.5866,1.4658,1.055,2.9946,4.1799,3.7557,4.3436,1.2886,2.6765,1.0328,2.0239,4.4158,5.9299,0.9286,3.529,3.9724,0.887,1.806,1.0006,6.3796,2.8368,0.8793,5.9617,0.0336,1.4275,1.6369,5.0511,1.0001,1.4994,3.4252,3.9639,1.3545,1.8221,1.0167,1.4436,3.8919,1.3227,1.5321,0.3724,0.7504,5.414,4.3752,0.7107,0.1621,0.3796,2.0467,3.457,0.6784,0.8874,1.5321,2.8611,0,1.4033,3.9482,1.0731,1.2421,2.7805,1.934,1.2575
19.819,2.7732,3.1409,0.5477,1.6067,0.8658,0.8255,3.5356,2.7248,1.9168,2.1772,2.3114,6.1128,2.4242,6.2846,1.8282,1.8523,1.4174,4.3919,2.3275,1.6188,2.3221,1.2403,1.6188,1.2242,2.5597,4.1477,4.6899,4.0456,1.4819,2.4349,1.0328,1.9353,4.7299,6.5903,1.1863,3.239,3.7066,0.7581,2.563,2.1925,5.8642,2.7563,1.2175,6.1631,0.8149,2.3053,2.3939,5.7196,1.2578,2.023,3.0789,3.7626,1.3786,2.0879,0.1791,1.4194,4.6973,0.6784,1.6932,1.5805,0.1947,4.7617,4.3348,1.1537,0.2346,0.7903,2.4575,2.4905,1.7415,1.3786,0.9362,2.845,0.0981,0.9845,4.367,1.2503,0.7428,2.6033,1.2736,1.2655
19.84,2.6443,2.6819,0.7087,1.1638,0.7691,1.2121,2.0859,3.1436,0.9262,2.1047,1.4416,6.1047,1.9329,6.0591,2.1584,1.3128,1.1758,4.4644,2.5128,1.5624,2.6685,1.4255,1.4497,0.7732,2.9463,3.1651,4.6013,3.5705,1.4819,2.9181,1.0972,2.5313,4.6413,7.5487,1.589,2.3048,3.3684,0.8387,2.3053,1.6449,6.589,2.3375,1.3706,7.7174,1.2578,2.2168,2.6356,6.1545,1.7007,1.7813,2.2897,3.0054,2.1438,1.5564,0.6705,2.1362,4.0771,1.065,1.4838,1.6449,0,4.5442,4.7617,2.2329,0.4763,1.483,2.0065,1.8382,0.7429,1.29,1.4516,2.708,1.0162,0.7751,4.7697,1.1053,0.5897,2.4744,1.1769,1.9984
19.86,2.757,3.1168,1.5624,0.8497,1.357,1.4779,1.643,3.4738,0.4752,2.2577,0.8779,6.8698,1.7315,5.753,2.843,0.9987,0.8779,5.1007,3.4711,1.1114,2.9826,1.4819,1.7074,1.2,4.4201,3.8416,5.6483,3.8604,1.7799,3.055,0.7751,1.0736,4.3756,7.887,1.0091,2.8605,2.7402,1.0078,2.9576,0.8798,7.2172,1.7254,2.2968,8.4342,1.0484,3.6261,2.708,7.6685,2.0551,1.427,2.3138,3.0377,2.6753,0.7429,0,1.6449,4.0208,1.8704,2.0879,1.4194,0.38,4.7134,4.0691,1.5643,0,1.1689,2.4252,2.7805,0.1066,1.0082,1.6208,3.296,0.7666,0.9765,5.0517,0.9039,0.5092,2.3778,1.0722,2.3286
19.881,2.2416,3.4148,1.6913,1.0349,1.3973,0.9624,2.2148,4.3436,1.1275,2.2899,0.8537,7.9812,1.2886,5.8174,3.2215,1.5544,1.0228,6.357,3.753,1.6671,1.9195,0.7168,1.804,1.5946,4.5973,4.2523,6.7114,3.7879,0.7812,2.3946,1.7415,1.1541,3.4736,8.4346,1.6132,1.7894,2.1764,1.2172,3.7308,1.0489,8.0709,1.6691,2.3371,7.1617,0.8391,3.4972,2.3617,8.2082,2.788,2.5787,2.2816,3.2632,2.5947,1.516,0,1.3066,5.4705,0.9039,1.7335,1.6449,0.7988,4.1899,4.2946,0.6946,0.0091,1.3219,2.691,3.908,0.4852,0.6941,0.1791,3.5698,0.4927,1.347,4.7134,1.1456,0.5414,2.265,1.1206,1.9501
19.902,1.7262,3.2376,1.4658,0.9785,1.2926,0.5678,2.1584,4.9799,0.8859,1.3396,1.0872,8.3356,1.3289,5.6242,3.8577,1.0872,1.4497,6.9611,3.8255,1.1758,1.1221,0.6282,1.949,1.8201,6.0389,4.7678,8.0886,4.2389,0.7007,1.7342,1.5805,1.9192,2.7004,8.6843,1.1783,1.129,3.2395,1.0239,4.1496,1.508,8.4252,1.9429,2.9411,8.2248,1.3625,2.1603,3.3201,8.3853,2.9894,3.4645,1.9836,4.0927,2.4497,2.3939,0,2.4341,7.4678,0.7912,1.7093,1.4516,0.9276,4.2946,5.1241,0.4529,0.9917,1.5716,1.8695,3.3442,0.5013,1.7008,0.5496,3.4006,0.2431,1.0892,4.6651,1.7415,1.3226,3.3039,1.6843,0.9756
19.923,1.7987,3.3503,1.7315,0.6322,0.8497,1.5423,1.498,5.2215,0.4027,1.1141,0.596,5.7503,1.3047,5.149,3.8497,0.757,1.3128,6.5584,3.0362,1.6188,1.5973,1.2725,1.8926,2.6094,6.1356,5.7745,9.1195,3.9812,1.1597,2.0403,2.4825,1.2105,2.2574,9.4736,1.1219,1.2014,2.4261,0.7018,4.3107,0.3482,8.1514,2.0235,3.6095,8.6114,1.3786,1.2583,3.457,9.1343,3.529,2.2484,1.5085,3.6739,3.4806,1.661,0.1872,2.4341,7.1939,0.8878,1.5725,1.4436,0.082,3.7388,5.559,0.3241,0.9675,1.3058,1.7246,2.7643,1.3711,1.3061,1.2422,3.4489,0.0095,1.4355,4.3268,1.057,1.1857,3.4086,0.6857,0.887
19.944,1.9436,3.6483,1.9007,0.9785,0.8497,1.3732,1.7477,5.2215,0.6765,1.7101,0.3221,4.7517,1.2081,4.3919,3.9383,1.2644,1.4174,7.8872,2.2389,1.9087,1.8067,1.1597,1.9732,3.0282,6.2081,6.153,9.7074,4.0134,1.0631,1.7423,1.4838,0,1.5648,9.6427,2.3783,1.6283,3.3523,0.6857,4.069,0.3563,8.1031,0.6946,4.745,10.4637,1.2658,2.3456,3.8758,9.2068,2.9652,2.1679,2.3058,3.4645,3.376,0.5496,0.896,1.8704,6.7348,0.9362,1.3872,1.4436,0.0418,3.2637,4.5442,0.1791,0.4521,1.1689,1.5716,2.1603,1.5805,0.8954,2.0879,3.2717,0.541,2.4101,2.9899,1.1375,0.8072,3.1107,0.5407,0.7259
19.965,1.6134,3.2779,1.5221,0.9141,0.9866,1.4779,1.2564,5.302,0.9503,1.4523,0.8295,5.5168,1.5463,4.553,4.4537,1.6913,1.1195,9.1195,2.3275,2.3517,1.9114,1.3369,2.1987,2.3678,8.3826,6.9906,10.8671,3.4658,1.0792,2.0805,1.6771,0.1152,1.6776,9.5058,2.6923,1.282,2.5791,0.444,4.1899,1.0972,7.5393,1.4758,4.6645,10.5282,1.2015,3.1671,3.5054,8.6511,3.2874,3.4403,2.1447,3.6095,3.392,0.7349,1.1698,2.112,8.5953,0.8637,1.1617,1.6691,0.1867,3.8033,4.1819,0.9523,0.6615,0.9756,1.6521,2.2248,1.4758,1.1209,1.5403,3.3039,0.4685,3.8436,2.6194,0.8234,0.3481,2.7805,0.8065,0.2508
19.985,0.8322,2.545,0.7651,0.9705,0.5356,1.1557,1.0872,4.9154,1.1195,1.2591,1.6913,5.1463,1.1275,4.5611,6.3383,1.6107,1.1839,9.5624,2.7544,2.6899,1.9839,1.651,2.1664,2.3356,8.9946,7.1436,11.3745,3.9732,0.8698,2.2658,2.0637,0.8964,1.0494,9.2722,2.185,0.541,1.8946,0.5971,4.1335,0.9039,6.9434,2.2812,5.333,9.2718,1.2498,3.3443,2.8611,8.1437,4.1169,2.6028,1.6293,3.0136,3.1021,0.4207,1.5564,2.3134,9.2959,0.3885,0.5577,2.0557,0.4363,3.7872,4.1174,0.8798,0.597,2.0628,1.4105,2.5066,1.0972,1.5317,0.8234,2.5389,0.5652,3.2395,1.9509,1.4194,0.187,2.9093,1.1608,0.4279
20.006,1.6215,2.247,1.0309,0.8497,0.2698,1.5342,0.749,4.9074,1.3047,2.0644,1.3852,4.4134,1.3208,3.804,6.5235,1.2966,1.7074,9.8604,2.3356,2.6819,1.4282,1.4094,2.3839,3.2698,10.3638,6.6685,10.5691,3.6993,1.3611,1.7584,1.9348,1.146,1.3635,8.1205,2.3058,0.8551,1.9509,0.8145,4.0449,0.5657,5.4212,0.8878,5.7518,8.3939,1.4994,3.151,3.0946,7.7652,3.7786,2.3773,1.7098,2.772,2.8041,0.7429,1.1537,3.159,8.7886,0.8556,0.5496,1.6852,0.1947,3.7631,4.8664,0.8315,1.1447,1.644,1.1528,1.3227,0.5657,2.2082,0.6221,2.5228,0.2752,3.4409,2.8127,1.4274,0,2.0154,0.3313,0.3716
20.027,1.2591,3.0604,1.2644,0.6,0.5678,2.7826,0.0805,6.2362,1.4658,1.847,0.9262,5.0577,0.8215,3.353,6.0644,1.2081,2.094,10.6658,2.2389,3.1168,1.2913,1.4577,1.8201,2.4644,11.0242,6.9342,11.4309,2.894,1.5463,1.5812,2.3536,0.1152,1.6695,6.1474,1.3957,0.9518,1.4274,1.2091,3.4086,1.2664,4.8414,0.3724,5.8646,8.5227,1.7491,2.9818,3.6664,7.5477,3.7303,2.4256,1.8789,3.231,2.2243,0.6784,0.8073,1.8785,7.5805,1.4436,0.8234,1.6047,0.2994,3.61,5.4301,0.9362,0.9353,1.2494,1.193,0.6704,0.8959,1.0243,1.1537,2.5469,0.396,3.0382,2.0879,1.2664,0,1.3711,0.5648,0.3474
20.048,1.5007,2.6174,0.9584,0.9946,0.5597,3.0564,0.9987,6.3248,1.6752,1.2107,0.9423,4.2121,1.0389,3.3933,6.0644,1.4174,2.843,9.5946,1.6993,3.0685,1.4443,1.5785,1.6832,2.8993,11.2255,6.3544,11.5436,4.2953,0.7007,1.396,1.6449,0.1393,1.3715,6.1232,0.9205,0.1464,1.7576,0.9273,4.5362,0.3805,3.1662,1.6932,6.9518,7.4517,1.886,2.5469,2.9818,6.3478,4.1008,2.7397,1.887,2.8525,2.5142,0.3483,1.3147,2.0557,6.3241,0.6623,0.6784,1.8382,0.0256,3.1671,5.0113,1.0409,0.2024,1.4749,0.9514,1.2341,1.4435,0.5169,1.2664,2.5147,0,3.2154,1.4999,1.6771,0.5092,0.9845,0.6534,0.2346
